individual,Sample,population,orange,blue,red,green
627,774,Han  ,0.134,0.207,0.372,0.287
628,775,Han  ,0.191,0.103,0.431,0.275
629,776,Han  ,0.212,0.158,0.214,0.416
630,777,Han  ,0.134,0.191,0.472,0.204
631,778,Han  ,0.193,0.21,0.328,0.27
632,779,Han  ,0.123,0.158,0.427,0.292
633,780,Han  ,0.145,0.225,0.287,0.342
634,781,Han  ,0.164,0.119,0.515,0.202
635,782,Han  ,0.121,0.241,0.29,0.348
636,783,Han  ,0.11,0.132,0.478,0.279
637,784,Han  ,0.227,0.178,0.438,0.157
638,785,Han  ,0.117,0.394,0.216,0.273
639,786,Han  ,0.293,0.204,0.365,0.138
640,811,Han  ,0.221,0.197,0.291,0.29
641,812,Han  ,0.239,0.197,0.319,0.245
642,813,Han  ,0.206,0.183,0.468,0.143
643,814,Han  ,0.268,0.209,0.238,0.285
644,815,Han  ,0.249,0.219,0.311,0.221
645,817,Han  ,0.239,0.204,0.21,0.346
646,818,Han  ,0.163,0.109,0.424,0.303
647,819,Han  ,0.165,0.125,0.336,0.374
648,820,Han  ,0.219,0.122,0.442,0.217
649,821,Han  ,0.16,0.152,0.522,0.166
650,822,Han  ,0.1,0.089,0.596,0.215
651,971,Han  ,0.225,0.175,0.224,0.377
652,972,Han  ,0.118,0.211,0.531,0.14
653,973,Han  ,0.254,0.158,0.479,0.108
654,974,Han  ,0.076,0.183,0.435,0.306
655,975,Han  ,0.168,0.219,0.437,0.176
656,976,Han  ,0.234,0.193,0.397,0.177
657,977,Han  ,0.099,0.233,0.359,0.308
658,1021,Han  ,0.126,0.216,0.506,0.151
659,1023,Han  ,0.125,0.183,0.269,0.423
660,1024,Han  ,0.12,0.066,0.702,0.112
661,1287,Han (N. China),0.272,0.166,0.381,0.181
662,1288,Han (N. China),0.111,0.178,0.467,0.244
663,1289,Han (N. China),0.1,0.135,0.536,0.229
664,1290,Han (N. China),0.19,0.345,0.237,0.227
665,1291,Han (N. China),0.261,0.207,0.294,0.239
666,1292,Han (N. China),0.149,0.203,0.507,0.142
667,1293,Han (N. China),0.135,0.104,0.433,0.328
668,1294,Han (N. China),0.096,0.122,0.577,0.204
669,1295,Han (N. China),0.133,0.248,0.465,0.154
670,1296,Han (N. China),0.24,0.142,0.238,0.381
671,1307,Dai  ,0.107,0.136,0.293,0.464
672,1308,Dai  ,0.206,0.162,0.272,0.359
673,1309,Dai  ,0.39,0.152,0.385,0.072
674,1310,Dai  ,0.095,0.244,0.423,0.238
675,1311,Dai  ,0.251,0.206,0.319,0.224
676,1312,Dai  ,0.252,0.313,0.301,0.134
677,1313,Dai  ,0.112,0.113,0.442,0.333
678,1314,Dai  ,0.114,0.312,0.417,0.157
679,1315,Dai  ,0.107,0.1,0.529,0.264
680,1316,Dai  ,0.416,0.218,0.187,0.179
681,1213,Daur  ,0.128,0.182,0.412,0.278
682,1214,Daur  ,0.181,0.1,0.52,0.198
683,1215,Daur  ,0.207,0.142,0.45,0.201
684,1216,Daur  ,0.126,0.265,0.424,0.185
685,1217,Daur  ,0.207,0.248,0.428,0.116
686,1218,Daur  ,0.249,0.256,0.293,0.201
687,1220,Daur  ,0.121,0.305,0.302,0.272
688,1221,Daur  ,0.174,0.277,0.282,0.267
689,1222,Daur  ,0.146,0.151,0.314,0.39
690,1233,Hezhen  ,0.142,0.264,0.44,0.154
691,1234,Hezhen  ,0.168,0.096,0.36,0.376
692,1236,Hezhen  ,0.194,0.212,0.404,0.19
693,1237,Hezhen  ,0.178,0.303,0.387,0.133
694,1238,Hezhen  ,0.154,0.277,0.452,0.116
695,1239,Hezhen  ,0.125,0.122,0.636,0.117
696,1240,Hezhen  ,0.18,0.138,0.361,0.321
697,1241,Hezhen  ,0.111,0.109,0.227,0.553
698,1242,Hezhen  ,0.122,0.123,0.314,0.441
699,1317,Lahu  ,0.234,0.263,0.37,0.133
700,1318,Lahu  ,0.199,0.298,0.19,0.313
701,1319,Lahu  ,0.164,0.139,0.526,0.171
702,1320,Lahu  ,0.325,0.219,0.27,0.186
703,1321,Lahu  ,0.203,0.231,0.315,0.252
704,1322,Lahu  ,0.164,0.225,0.396,0.216
705,1323,Lahu  ,0.204,0.109,0.577,0.11
706,1324,Lahu  ,0.141,0.09,0.591,0.178
707,1325,Lahu  ,0.21,0.177,0.447,0.166
708,1326,Lahu  ,0.245,0.146,0.376,0.233
709,1189,Miao  ,0.078,0.092,0.68,0.149
710,1190,Miao  ,0.167,0.111,0.252,0.47
711,1191,Miao  ,0.141,0.094,0.311,0.454
712,1192,Miao  ,0.119,0.236,0.414,0.231
713,1193,Miao  ,0.112,0.121,0.385,0.382
714,1194,Miao  ,0.221,0.153,0.416,0.211
715,1195,Miao  ,0.16,0.141,0.422,0.276
716,1196,Miao  ,0.199,0.116,0.477,0.208
717,1197,Miao  ,0.121,0.146,0.17,0.563
718,1198,Miao  ,0.234,0.11,0.54,0.116
719,1203,Oroqen  ,0.206,0.149,0.528,0.117
720,1204,Oroqen  ,0.193,0.13,0.432,0.246
721,1205,Oroqen  ,0.12,0.143,0.62,0.117
722,1206,Oroqen  ,0.259,0.134,0.315,0.291
723,1207,Oroqen  ,0.125,0.096,0.454,0.325
724,1208,Oroqen  ,0.245,0.183,0.347,0.224
725,1209,Oroqen  ,0.146,0.167,0.263,0.424
726,1210,Oroqen  ,0.178,0.219,0.454,0.148
727,1211,Oroqen  ,0.104,0.108,0.47,0.318
728,1212,Oroqen  ,0.144,0.108,0.531,0.217
729,1327,She  ,0.092,0.134,0.507,0.266
730,1328,She  ,0.097,0.134,0.652,0.116
731,1329,She  ,0.157,0.096,0.569,0.179
732,1330,She  ,0.241,0.1,0.421,0.238
733,1331,She  ,0.195,0.124,0.502,0.179
734,1332,She  ,0.167,0.142,0.512,0.179
735,1333,She  ,0.147,0.18,0.404,0.269
736,1334,She  ,0.184,0.297,0.204,0.315
737,1335,She  ,0.267,0.155,0.357,0.221
738,1336,She  ,0.167,0.137,0.523,0.173
739,1095,Tujia  ,0.164,0.287,0.363,0.186
740,1096,Tujia  ,0.228,0.207,0.411,0.154
741,1097,Tujia  ,0.128,0.246,0.344,0.282
742,1098,Tujia  ,0.427,0.155,0.181,0.237
743,1099,Tujia  ,0.163,0.22,0.512,0.105
744,1100,Tujia  ,0.121,0.239,0.434,0.206
745,1101,Tujia  ,0.245,0.075,0.602,0.078
746,1102,Tujia  ,0.107,0.257,0.312,0.324
747,1103,Tujia  ,0.169,0.217,0.43,0.184
748,1104,Tujia  ,0.142,0.101,0.643,0.114
749,1347,Tu  ,0.157,0.157,0.559,0.127
750,1348,Tu  ,0.219,0.23,0.241,0.309
751,1349,Tu  ,0.327,0.208,0.287,0.178
752,1350,Tu  ,0.166,0.113,0.577,0.143
753,1351,Tu  ,0.121,0.374,0.395,0.11
754,1352,Tu  ,0.151,0.342,0.239,0.268
755,1353,Tu  ,0.245,0.196,0.361,0.199
756,1354,Tu  ,0.181,0.103,0.487,0.229
757,1355,Tu  ,0.182,0.118,0.413,0.287
758,1356,Tu  ,0.165,0.148,0.549,0.139
759,1243,Xibo  ,0.126,0.17,0.531,0.174
760,1244,Xibo  ,0.096,0.076,0.644,0.184
761,1245,Xibo  ,0.309,0.229,0.259,0.204
762,1246,Xibo  ,0.093,0.195,0.338,0.373
763,1247,Xibo  ,0.159,0.238,0.258,0.345
764,1248,Xibo  ,0.229,0.213,0.27,0.288
765,1249,Xibo  ,0.253,0.288,0.278,0.181
766,1250,Xibo  ,0.25,0.116,0.497,0.137
767,1251,Xibo  ,0.132,0.183,0.387,0.299
768,1179,Yi  ,0.186,0.114,0.374,0.326
769,1180,Yi  ,0.283,0.266,0.165,0.287
770,1181,Yi  ,0.155,0.103,0.624,0.119
771,1182,Yi  ,0.175,0.232,0.49,0.104
772,1183,Yi  ,0.105,0.116,0.417,0.362
773,1184,Yi  ,0.128,0.196,0.436,0.24
774,1185,Yi  ,0.184,0.231,0.394,0.191
775,1186,Yi  ,0.177,0.358,0.229,0.236
776,1187,Yi  ,0.273,0.097,0.35,0.28
777,1188,Yi  ,0.175,0.144,0.384,0.297
778,1223,Mongola  ,0.161,0.151,0.45,0.239
779,1224,Mongola  ,0.221,0.176,0.406,0.197
780,1225,Mongola  ,0.313,0.145,0.396,0.147
781,1226,Mongola  ,0.167,0.332,0.262,0.24
782,1227,Mongola  ,0.132,0.12,0.462,0.286
783,1228,Mongola  ,0.166,0.191,0.353,0.29
784,1229,Mongola  ,0.311,0.164,0.329,0.197
785,1230,Mongola  ,0.154,0.132,0.492,0.222
786,1231,Mongola  ,0.146,0.095,0.462,0.296
787,1232,Mongola  ,0.388,0.234,0.197,0.182
788,1337,Naxi  ,0.129,0.104,0.387,0.38
789,1338,Naxi  ,0.21,0.334,0.338,0.118
790,1340,Naxi  ,0.285,0.221,0.259,0.235
791,1341,Naxi  ,0.234,0.16,0.276,0.329
792,1342,Naxi  ,0.309,0.105,0.183,0.403
793,1343,Naxi  ,0.12,0.161,0.203,0.516
794,1345,Naxi  ,0.108,0.079,0.347,0.465
795,1346,Naxi  ,0.14,0.157,0.465,0.237
796,711,Cambodian  ,0.246,0.407,0.153,0.194
797,712,Cambodian  ,0.08,0.096,0.566,0.257
798,713,Cambodian  ,0.397,0.093,0.374,0.136
799,714,Cambodian  ,0.145,0.18,0.405,0.27
800,715,Cambodian  ,0.122,0.25,0.289,0.339
801,716,Cambodian  ,0.174,0.216,0.407,0.203
802,717,Cambodian  ,0.147,0.124,0.591,0.137
803,718,Cambodian  ,0.363,0.117,0.394,0.126
804,719,Cambodian  ,0.318,0.288,0.308,0.086
805,720,Cambodian  ,0.13,0.144,0.557,0.169
806,721,Cambodian  ,0.322,0.264,0.175,0.24
807,747,Japanese  ,0.245,0.147,0.489,0.119
808,748,Japanese  ,0.28,0.2,0.304,0.216
809,749,Japanese  ,0.376,0.205,0.281,0.139
810,750,Japanese  ,0.201,0.22,0.351,0.228
811,751,Japanese  ,0.302,0.255,0.21,0.232
812,752,Japanese  ,0.176,0.223,0.403,0.198
813,753,Japanese  ,0.438,0.097,0.175,0.291
814,754,Japanese  ,0.202,0.292,0.318,0.187
815,755,Japanese  ,0.155,0.177,0.52,0.148
816,756,Japanese  ,0.199,0.147,0.257,0.397
817,757,Japanese  ,0.142,0.219,0.337,0.303
818,758,Japanese  ,0.13,0.195,0.477,0.198
819,759,Japanese  ,0.189,0.164,0.386,0.261
820,760,Japanese  ,0.204,0.198,0.352,0.246
821,761,Japanese  ,0.125,0.207,0.542,0.126
822,762,Japanese  ,0.198,0.193,0.369,0.24
823,763,Japanese  ,0.2,0.212,0.482,0.107
824,764,Japanese  ,0.239,0.099,0.323,0.339
825,765,Japanese  ,0.245,0.182,0.316,0.257
826,766,Japanese  ,0.158,0.173,0.49,0.179
827,767,Japanese  ,0.205,0.202,0.45,0.143
828,768,Japanese  ,0.079,0.092,0.714,0.116
829,769,Japanese  ,0.195,0.303,0.303,0.199
830,771,Japanese  ,0.199,0.355,0.252,0.195
831,772,Japanese  ,0.124,0.186,0.252,0.438
832,773,Japanese  ,0.108,0.105,0.592,0.194
833,790,Japanese  ,0.133,0.202,0.372,0.293
834,791,Japanese  ,0.171,0.285,0.39,0.155
835,828,Japanese  ,0.338,0.186,0.374,0.102
836,945,Yakut  ,0.312,0.191,0.332,0.165
837,946,Yakut  ,0.613,0.109,0.188,0.09
838,947,Yakut  ,0.195,0.199,0.397,0.209
839,948,Yakut  ,0.104,0.202,0.439,0.255
840,949,Yakut  ,0.29,0.19,0.208,0.312
841,950,Yakut  ,0.204,0.188,0.266,0.342
842,951,Yakut  ,0.166,0.166,0.553,0.115
843,952,Yakut  ,0.157,0.281,0.27,0.292
844,953,Yakut  ,0.212,0.268,0.361,0.158
845,954,Yakut  ,0.151,0.195,0.446,0.208
846,955,Yakut  ,0.271,0.105,0.366,0.259
847,956,Yakut  ,0.208,0.152,0.372,0.268
848,957,Yakut  ,0.121,0.163,0.431,0.285
849,958,Yakut  ,0.143,0.13,0.576,0.15
850,959,Yakut  ,0.251,0.122,0.414,0.214
851,960,Yakut  ,0.202,0.374,0.248,0.175
852,961,Yakut  ,0.149,0.211,0.46,0.18
853,962,Yakut  ,0.215,0.192,0.429,0.163
854,963,Yakut  ,0.193,0.195,0.456,0.157
855,964,Yakut  ,0.106,0.107,0.235,0.552
856,965,Yakut  ,0.171,0.245,0.266,0.318
857,966,Yakut  ,0.133,0.188,0.372,0.306
858,967,Yakut  ,0.204,0.125,0.482,0.189
859,968,Yakut  ,0.128,0.131,0.521,0.22
860,969,Yakut  ,0.228,0.24,0.304,0.228
861,490,Melanesian  ,0.2,0.33,0.136,0.334
862,491,Melanesian  ,0.456,0.153,0.14,0.251
863,655,Melanesian  ,0.444,0.249,0.111,0.196
864,656,Melanesian  ,0.205,0.272,0.15,0.373
865,657,Melanesian  ,0.33,0.287,0.119,0.264
866,658,Melanesian  ,0.487,0.121,0.199,0.193
867,660,Melanesian  ,0.176,0.277,0.109,0.438
868,661,Melanesian  ,0.373,0.235,0.099,0.292
869,663,Melanesian  ,0.276,0.216,0.092,0.416
870,664,Melanesian  ,0.514,0.141,0.243,0.103
871,787,Melanesian  ,0.422,0.276,0.141,0.161
872,788,Melanesian  ,0.29,0.307,0.235,0.169
873,789,Melanesian  ,0.178,0.386,0.21,0.226
874,823,Melanesian  ,0.394,0.187,0.178,0.241
875,824,Melanesian  ,0.181,0.264,0.188,0.367
876,825,Melanesian  ,0.371,0.312,0.118,0.199
877,978,Melanesian  ,0.397,0.121,0.308,0.173
878,1027,Melanesian  ,0.121,0.188,0.233,0.459
879,540,Papuan  ,0.38,0.163,0.196,0.261
880,541,Papuan  ,0.272,0.162,0.37,0.196
881,542,Papuan  ,0.377,0.13,0.379,0.113
882,543,Papuan  ,0.394,0.147,0.339,0.12
883,544,Papuan  ,0.318,0.099,0.168,0.414
884,545,Papuan  ,0.277,0.11,0.288,0.324
885,546,Papuan  ,0.367,0.166,0.188,0.279
886,547,Papuan  ,0.328,0.29,0.294,0.088
887,548,Papuan  ,0.426,0.179,0.329,0.066
888,549,Papuan  ,0.203,0.156,0.431,0.21
889,550,Papuan  ,0.448,0.223,0.202,0.127
890,551,Papuan  ,0.334,0.123,0.364,0.179
891,552,Papuan  ,0.5,0.115,0.252,0.132
892,553,Papuan  ,0.481,0.112,0.241,0.166
893,554,Papuan  ,0.259,0.264,0.324,0.154
894,555,Papuan  ,0.379,0.114,0.155,0.352
895,556,Papuan  ,0.37,0.175,0.251,0.204
896,995,Karitiana  ,0.081,0.132,0.109,0.678
897,996,Karitiana  ,0.074,0.076,0.111,0.739
898,997,Karitiana  ,0.083,0.096,0.104,0.716
899,998,Karitiana  ,0.087,0.091,0.091,0.731
900,1000,Karitiana  ,0.094,0.09,0.138,0.679
901,1001,Karitiana  ,0.068,0.175,0.1,0.658
902,1003,Karitiana  ,0.099,0.2,0.093,0.607
903,1004,Karitiana  ,0.079,0.171,0.116,0.634
904,1005,Karitiana  ,0.123,0.143,0.098,0.636
905,1007,Karitiana  ,0.091,0.153,0.157,0.598
906,1008,Karitiana  ,0.081,0.09,0.092,0.737
907,1009,Karitiana  ,0.238,0.305,0.184,0.273
908,1010,Karitiana  ,0.086,0.109,0.086,0.719
909,1011,Karitiana  ,0.064,0.056,0.075,0.805
910,1016,Karitiana  ,0.07,0.119,0.085,0.727
911,1017,Karitiana  ,0.077,0.166,0.097,0.659
912,830,Surui  ,0.068,0.071,0.063,0.798
913,832,Surui  ,0.072,0.076,0.065,0.787
914,833,Surui  ,0.069,0.092,0.087,0.752
915,834,Surui  ,0.08,0.087,0.113,0.719
916,835,Surui  ,0.108,0.075,0.107,0.71
917,839,Surui  ,0.068,0.07,0.085,0.777
918,840,Surui  ,0.1,0.113,0.098,0.688
919,841,Surui  ,0.07,0.085,0.076,0.769
920,842,Surui  ,0.064,0.064,0.071,0.8
921,844,Surui  ,0.089,0.104,0.088,0.719
922,847,Surui  ,0.084,0.093,0.075,0.749
923,848,Surui  ,0.083,0.096,0.093,0.728
924,850,Surui  ,0.097,0.106,0.089,0.708
925,851,Surui  ,0.069,0.08,0.064,0.787
926,703,Colombian  ,0.1,0.161,0.118,0.62
927,704,Colombian  ,0.081,0.155,0.089,0.674
928,705,Colombian  ,0.108,0.083,0.158,0.65
929,706,Colombian  ,0.114,0.093,0.147,0.647
930,707,Colombian  ,0.083,0.11,0.172,0.635
931,708,Colombian  ,0.096,0.071,0.192,0.642
932,709,Colombian  ,0.149,0.155,0.125,0.571
933,710,Colombian  ,0.132,0.188,0.15,0.529
934,792,Colombian  ,0.089,0.135,0.111,0.665
935,793,Colombian  ,0.119,0.165,0.133,0.584
936,827,Colombian  ,0.075,0.075,0.099,0.751
937,970,Colombian  ,0.15,0.223,0.169,0.458
938,857,Maya  ,0.133,0.143,0.09,0.633
939,859,Maya  ,0.188,0.172,0.262,0.377
940,861,Maya  ,0.167,0.113,0.104,0.616
941,862,Maya  ,0.102,0.151,0.125,0.622
942,864,Maya  ,0.127,0.159,0.149,0.565
943,865,Maya  ,0.147,0.178,0.278,0.397
944,866,Maya  ,0.086,0.08,0.116,0.718
945,867,Maya  ,0.098,0.11,0.09,0.702
946,869,Maya  ,0.097,0.215,0.166,0.523
947,870,Maya  ,0.187,0.182,0.196,0.434
948,871,Maya  ,0.103,0.223,0.188,0.486
949,872,Maya  ,0.072,0.113,0.175,0.64
950,873,Maya  ,0.18,0.202,0.177,0.44
951,874,Maya  ,0.104,0.15,0.124,0.622
952,875,Maya  ,0.06,0.075,0.08,0.785
953,876,Maya  ,0.197,0.229,0.248,0.326
954,877,Maya  ,0.134,0.253,0.1,0.513
955,878,Maya  ,0.209,0.201,0.219,0.371
956,1037,Pima  ,0.098,0.127,0.107,0.668
957,1038,Pima  ,0.15,0.179,0.111,0.559
958,1039,Pima  ,0.102,0.145,0.12,0.633
959,1040,Pima  ,0.107,0.124,0.127,0.643
960,1041,Pima  ,0.088,0.104,0.086,0.722
961,1043,Pima  ,0.085,0.1,0.073,0.742
962,1044,Pima  ,0.117,0.175,0.138,0.571
963,1045,Pima  ,0.114,0.149,0.131,0.607
964,1046,Pima  ,0.093,0.121,0.082,0.704
965,1047,Pima  ,0.105,0.112,0.194,0.589
966,1048,Pima  ,0.098,0.106,0.112,0.684
967,1049,Pima  ,0.083,0.106,0.116,0.695
968,1050,Pima  ,0.128,0.166,0.095,0.611
969,1051,Pima  ,0.091,0.08,0.179,0.65
970,1052,Pima  ,0.184,0.145,0.084,0.587
971,1053,Pima  ,0.103,0.15,0.093,0.654
972,1054,Pima  ,0.082,0.097,0.088,0.734
973,1055,Pima  ,0.108,0.099,0.144,0.649
974,1056,Pima  ,0.11,0.135,0.101,0.655
975,1058,Pima  ,0.141,0.111,0.125,0.624
976,1059,Pima  ,0.169,0.247,0.104,0.48
977,1060,Pima  ,0.126,0.137,0.101,0.636
978,1061,Pima  ,0.075,0.104,0.085,0.735
