individual,Sample,population,orange,blue,red,green
578,112,Hazara  ,0.031,0.346,0.531,0.092
579,113,Hazara  ,0.023,0.447,0.467,0.063
580,115,Hazara  ,0.011,0.378,0.508,0.103
581,116,Hazara  ,0.024,0.412,0.425,0.138
582,118,Hazara  ,0.03,0.433,0.462,0.074
583,119,Hazara  ,0.02,0.476,0.412,0.092
584,120,Hazara  ,0.036,0.445,0.445,0.073
585,121,Hazara  ,0.016,0.418,0.497,0.07
586,122,Hazara  ,0.017,0.381,0.47,0.132
587,124,Hazara  ,0.02,0.463,0.468,0.049
588,125,Hazara  ,0.038,0.364,0.489,0.109
589,127,Hazara  ,0.031,0.415,0.417,0.137
590,128,Hazara  ,0.016,0.388,0.508,0.087
591,129,Hazara  ,0.045,0.576,0.328,0.051
592,1297,Uygur  ,0.033,0.456,0.483,0.027
593,1298,Uygur  ,0.028,0.435,0.451,0.086
594,1299,Uygur  ,0.015,0.411,0.461,0.113
595,1300,Uygur  ,0.012,0.407,0.492,0.09
596,1301,Uygur  ,0.03,0.443,0.428,0.099
597,1302,Uygur  ,0.011,0.345,0.546,0.098
598,1303,Uygur  ,0.017,0.476,0.405,0.102
599,1304,Uygur  ,0.015,0.42,0.459,0.106
600,1305,Uygur  ,0.009,0.383,0.555,0.053
601,1306,Uygur  ,0.018,0.417,0.525,0.039
602,267,Kalash  ,0.012,0.764,0.149,0.075
603,274,Kalash  ,0.009,0.801,0.065,0.124
604,277,Kalash  ,0.01,0.804,0.116,0.071
605,279,Kalash  ,0.021,0.72,0.151,0.107
606,281,Kalash  ,0.017,0.819,0.082,0.082
607,285,Kalash  ,0.009,0.816,0.148,0.028
608,286,Kalash  ,0.016,0.782,0.054,0.147
609,288,Kalash  ,0.009,0.807,0.134,0.05
610,290,Kalash  ,0.017,0.757,0.147,0.079
611,292,Kalash  ,0.009,0.769,0.146,0.077
612,298,Kalash  ,0.021,0.841,0.063,0.075
613,302,Kalash  ,0.009,0.808,0.128,0.056
614,304,Kalash  ,0.007,0.802,0.098,0.093
615,307,Kalash  ,0.02,0.781,0.09,0.109
616,309,Kalash  ,0.022,0.797,0.101,0.08
617,311,Kalash  ,0.02,0.822,0.122,0.036
618,313,Kalash  ,0.011,0.768,0.103,0.119
619,315,Kalash  ,0.02,0.724,0.173,0.084
620,319,Kalash  ,0.009,0.804,0.073,0.114
621,321,Kalash  ,0.008,0.82,0.11,0.062
622,323,Kalash  ,0.011,0.751,0.156,0.081
623,326,Kalash  ,0.012,0.8,0.089,0.099
624,328,Kalash  ,0.013,0.795,0.089,0.104
625,330,Kalash  ,0.016,0.778,0.075,0.132
626,333,Kalash  ,0.012,0.77,0.118,0.1
627,774,Han  ,0.021,0.017,0.887,0.075
628,775,Han  ,0.006,0.015,0.909,0.07
629,776,Han  ,0.033,0.052,0.841,0.074
630,777,Han  ,0.023,0.022,0.873,0.082
631,778,Han  ,0.018,0.024,0.876,0.082
632,779,Han  ,0.014,0.023,0.908,0.055
633,780,Han  ,0.019,0.03,0.91,0.041
634,781,Han  ,0.033,0.043,0.86,0.063
635,782,Han  ,0.014,0.064,0.885,0.037
636,783,Han  ,0.01,0.016,0.886,0.088
637,784,Han  ,0.014,0.048,0.853,0.085
638,785,Han  ,0.031,0.016,0.84,0.113
639,786,Han  ,0.032,0.029,0.858,0.081
640,811,Han  ,0.017,0.07,0.881,0.032
641,812,Han  ,0.014,0.061,0.859,0.066
642,813,Han  ,0.01,0.022,0.923,0.045
643,814,Han  ,0.008,0.051,0.886,0.055
644,815,Han  ,0.017,0.041,0.86,0.082
645,817,Han  ,0.015,0.049,0.862,0.073
646,818,Han  ,0.012,0.025,0.899,0.065
647,819,Han  ,0.015,0.029,0.891,0.065
648,820,Han  ,0.034,0.048,0.86,0.058
649,821,Han  ,0.018,0.018,0.926,0.038
650,822,Han  ,0.016,0.024,0.884,0.077
651,971,Han  ,0.01,0.018,0.889,0.083
652,972,Han  ,0.01,0.029,0.895,0.066
653,973,Han  ,0.027,0.034,0.892,0.047
654,974,Han  ,0.01,0.034,0.85,0.106
655,975,Han  ,0.018,0.035,0.861,0.087
656,976,Han  ,0.034,0.03,0.887,0.05
657,977,Han  ,0.025,0.014,0.863,0.098
658,1021,Han  ,0.025,0.044,0.862,0.068
659,1023,Han  ,0.013,0.055,0.817,0.115
660,1024,Han  ,0.024,0.061,0.859,0.056
661,1287,Han (N. China),0.025,0.024,0.87,0.081
662,1288,Han (N. China),0.032,0.061,0.831,0.077
663,1289,Han (N. China),0.021,0.067,0.861,0.051
664,1290,Han (N. China),0.024,0.092,0.83,0.054
665,1291,Han (N. China),0.021,0.043,0.872,0.064
666,1292,Han (N. China),0.009,0.05,0.806,0.135
667,1293,Han (N. China),0.019,0.036,0.875,0.07
668,1294,Han (N. China),0.035,0.076,0.832,0.056
669,1295,Han (N. China),0.016,0.021,0.849,0.114
670,1296,Han (N. China),0.046,0.057,0.783,0.114
671,1307,Dai  ,0.011,0.066,0.872,0.052
672,1308,Dai  ,0.045,0.075,0.818,0.063
673,1309,Dai  ,0.036,0.032,0.892,0.04
674,1310,Dai  ,0.034,0.022,0.848,0.095
675,1311,Dai  ,0.03,0.037,0.859,0.074
676,1312,Dai  ,0.022,0.063,0.822,0.094
677,1313,Dai  ,0.024,0.028,0.895,0.053
678,1314,Dai  ,0.015,0.068,0.835,0.082
679,1315,Dai  ,0.02,0.04,0.87,0.069
680,1316,Dai  ,0.018,0.066,0.852,0.064
681,1213,Daur  ,0.013,0.064,0.765,0.158
682,1214,Daur  ,0.008,0.085,0.847,0.06
683,1215,Daur  ,0.017,0.048,0.83,0.105
684,1216,Daur  ,0.011,0.082,0.79,0.117
685,1217,Daur  ,0.008,0.114,0.776,0.102
686,1218,Daur  ,0.02,0.054,0.826,0.1
687,1220,Daur  ,0.012,0.045,0.869,0.073
688,1221,Daur  ,0.019,0.053,0.861,0.066
689,1222,Daur  ,0.026,0.086,0.841,0.047
690,1233,Hezhen  ,0.009,0.091,0.808,0.092
691,1234,Hezhen  ,0.014,0.07,0.791,0.126
692,1236,Hezhen  ,0.029,0.025,0.886,0.06
693,1237,Hezhen  ,0.011,0.065,0.798,0.126
694,1238,Hezhen  ,0.01,0.068,0.814,0.108
695,1239,Hezhen  ,0.007,0.044,0.82,0.129
696,1240,Hezhen  ,0.014,0.022,0.861,0.103
697,1241,Hezhen  ,0.008,0.046,0.822,0.125
698,1242,Hezhen  ,0.007,0.063,0.797,0.133
699,1317,Lahu  ,0.013,0.041,0.913,0.032
700,1318,Lahu  ,0.015,0.054,0.859,0.073
701,1319,Lahu  ,0.021,0.021,0.864,0.094
702,1320,Lahu  ,0.02,0.09,0.829,0.061
703,1321,Lahu  ,0.025,0.062,0.856,0.056
704,1322,Lahu  ,0.034,0.061,0.825,0.079
705,1323,Lahu  ,0.013,0.023,0.919,0.045
706,1324,Lahu  ,0.009,0.025,0.891,0.076
707,1325,Lahu  ,0.037,0.043,0.872,0.049
708,1326,Lahu  ,0.027,0.036,0.884,0.053
709,1189,Miao  ,0.014,0.036,0.895,0.055
710,1190,Miao  ,0.027,0.013,0.901,0.06
711,1191,Miao  ,0.017,0.033,0.881,0.069
712,1192,Miao  ,0.01,0.058,0.889,0.044
713,1193,Miao  ,0.013,0.037,0.845,0.105
714,1194,Miao  ,0.011,0.034,0.885,0.07
715,1195,Miao  ,0.009,0.021,0.892,0.078
716,1196,Miao  ,0.026,0.075,0.829,0.071
717,1197,Miao  ,0.018,0.022,0.869,0.091
718,1198,Miao  ,0.009,0.04,0.895,0.056
719,1203,Oroqen  ,0.011,0.035,0.869,0.086
720,1204,Oroqen  ,0.02,0.05,0.79,0.139
721,1205,Oroqen  ,0.021,0.083,0.792,0.104
722,1206,Oroqen  ,0.011,0.079,0.801,0.109
723,1207,Oroqen  ,0.025,0.053,0.784,0.138
724,1208,Oroqen  ,0.019,0.056,0.818,0.107
725,1209,Oroqen  ,0.017,0.02,0.827,0.136
726,1210,Oroqen  ,0.009,0.02,0.897,0.075
727,1211,Oroqen  ,0.013,0.054,0.8,0.134
728,1212,Oroqen  ,0.017,0.091,0.789,0.102
729,1327,She  ,0.007,0.027,0.938,0.028
730,1328,She  ,0.013,0.021,0.877,0.09
731,1329,She  ,0.012,0.026,0.939,0.022
732,1330,She  ,0.011,0.012,0.889,0.089
733,1331,She  ,0.026,0.041,0.884,0.049
734,1332,She  ,0.014,0.018,0.897,0.072
735,1333,She  ,0.007,0.027,0.909,0.057
736,1334,She  ,0.013,0.023,0.906,0.058
737,1335,She  ,0.019,0.02,0.914,0.048
738,1336,She  ,0.024,0.049,0.834,0.093
739,1095,Tujia  ,0.013,0.019,0.862,0.107
740,1096,Tujia  ,0.009,0.065,0.864,0.062
741,1097,Tujia  ,0.009,0.015,0.926,0.049
742,1098,Tujia  ,0.015,0.029,0.813,0.143
743,1099,Tujia  ,0.031,0.03,0.865,0.075
744,1100,Tujia  ,0.011,0.023,0.905,0.06
745,1101,Tujia  ,0.013,0.055,0.882,0.051
746,1102,Tujia  ,0.024,0.083,0.808,0.084
747,1103,Tujia  ,0.033,0.043,0.874,0.05
748,1104,Tujia  ,0.017,0.028,0.923,0.031
749,1347,Tu  ,0.036,0.069,0.816,0.08
750,1348,Tu  ,0.013,0.108,0.812,0.067
751,1349,Tu  ,0.021,0.052,0.843,0.084
752,1350,Tu  ,0.047,0.052,0.8,0.102
753,1351,Tu  ,0.011,0.133,0.788,0.068
754,1352,Tu  ,0.022,0.069,0.808,0.101
755,1353,Tu  ,0.01,0.111,0.784,0.095
756,1354,Tu  ,0.023,0.087,0.834,0.057
757,1355,Tu  ,0.022,0.076,0.816,0.086
758,1356,Tu  ,0.03,0.124,0.783,0.063
759,1243,Xibo  ,0.013,0.235,0.63,0.122
760,1244,Xibo  ,0.02,0.084,0.798,0.098
761,1245,Xibo  ,0.006,0.065,0.873,0.055
762,1246,Xibo  ,0.013,0.041,0.859,0.087
763,1247,Xibo  ,0.024,0.129,0.709,0.138
764,1248,Xibo  ,0.009,0.121,0.826,0.043
765,1249,Xibo  ,0.007,0.03,0.879,0.083
766,1250,Xibo  ,0.01,0.085,0.751,0.154
767,1251,Xibo  ,0.026,0.052,0.869,0.053
768,1179,Yi  ,0.014,0.032,0.887,0.068
769,1180,Yi  ,0.013,0.102,0.847,0.037
770,1181,Yi  ,0.02,0.041,0.825,0.115
771,1182,Yi  ,0.033,0.013,0.882,0.071
772,1183,Yi  ,0.044,0.039,0.817,0.1
773,1184,Yi  ,0.021,0.053,0.839,0.088
774,1185,Yi  ,0.026,0.065,0.843,0.066
775,1186,Yi  ,0.018,0.081,0.821,0.081
776,1187,Yi  ,0.04,0.023,0.858,0.079
777,1188,Yi  ,0.018,0.055,0.853,0.074
778,1223,Mongola  ,0.013,0.121,0.718,0.148
779,1224,Mongola  ,0.021,0.095,0.777,0.107
780,1225,Mongola  ,0.007,0.1,0.799,0.093
781,1226,Mongola  ,0.047,0.152,0.717,0.084
782,1227,Mongola  ,0.034,0.082,0.849,0.035
783,1228,Mongola  ,0.009,0.056,0.837,0.098
784,1229,Mongola  ,0.014,0.142,0.773,0.071
785,1230,Mongola  ,0.011,0.132,0.744,0.113
786,1231,Mongola  ,0.01,0.062,0.831,0.097
787,1232,Mongola  ,0.021,0.077,0.79,0.112
788,1337,Naxi  ,0.025,0.039,0.833,0.103
789,1338,Naxi  ,0.02,0.111,0.799,0.07
790,1340,Naxi  ,0.031,0.03,0.88,0.06
791,1341,Naxi  ,0.018,0.044,0.851,0.087
792,1342,Naxi  ,0.027,0.06,0.825,0.088
793,1343,Naxi  ,0.01,0.027,0.866,0.097
794,1345,Naxi  ,0.021,0.044,0.88,0.054
795,1346,Naxi  ,0.025,0.073,0.831,0.071
796,711,Cambodian  ,0.015,0.163,0.721,0.102
797,712,Cambodian  ,0.023,0.033,0.853,0.091
798,713,Cambodian  ,0.022,0.11,0.783,0.085
799,714,Cambodian  ,0.031,0.069,0.799,0.101
800,715,Cambodian  ,0.035,0.174,0.75,0.041
801,716,Cambodian  ,0.035,0.041,0.866,0.058
802,717,Cambodian  ,0.065,0.172,0.683,0.079
803,718,Cambodian  ,0.043,0.083,0.83,0.045
804,719,Cambodian  ,0.039,0.115,0.78,0.067
805,720,Cambodian  ,0.03,0.102,0.816,0.051
806,721,Cambodian  ,0.026,0.144,0.789,0.042
807,747,Japanese  ,0.03,0.025,0.847,0.098
808,748,Japanese  ,0.019,0.02,0.898,0.063
809,749,Japanese  ,0.016,0.034,0.85,0.1
810,750,Japanese  ,0.029,0.04,0.807,0.124
811,751,Japanese  ,0.044,0.025,0.839,0.092
812,752,Japanese  ,0.013,0.033,0.927,0.027
813,753,Japanese  ,0.02,0.027,0.865,0.089
814,754,Japanese  ,0.013,0.035,0.888,0.065
815,755,Japanese  ,0.028,0.027,0.883,0.062
816,756,Japanese  ,0.031,0.014,0.846,0.108
817,757,Japanese  ,0.018,0.028,0.863,0.091
818,758,Japanese  ,0.013,0.045,0.824,0.117
819,759,Japanese  ,0.046,0.02,0.853,0.081
820,760,Japanese  ,0.012,0.015,0.89,0.083
821,761,Japanese  ,0.008,0.09,0.856,0.046
822,762,Japanese  ,0.02,0.021,0.863,0.096
823,763,Japanese  ,0.02,0.032,0.883,0.065
824,764,Japanese  ,0.016,0.038,0.876,0.07
825,765,Japanese  ,0.027,0.044,0.883,0.046
826,766,Japanese  ,0.018,0.047,0.855,0.079
827,767,Japanese  ,0.016,0.028,0.915,0.041
828,768,Japanese  ,0.025,0.015,0.867,0.092
829,769,Japanese  ,0.013,0.096,0.818,0.074
830,771,Japanese  ,0.036,0.021,0.891,0.052
831,772,Japanese  ,0.046,0.046,0.853,0.056
832,773,Japanese  ,0.019,0.067,0.85,0.065
833,790,Japanese  ,0.02,0.019,0.884,0.077
834,791,Japanese  ,0.035,0.021,0.848,0.096
835,828,Japanese  ,0.014,0.045,0.836,0.105
836,945,Yakut  ,0.012,0.127,0.761,0.1
837,946,Yakut  ,0.017,0.126,0.774,0.083
838,947,Yakut  ,0.031,0.13,0.765,0.075
839,948,Yakut  ,0.012,0.183,0.684,0.121
840,949,Yakut  ,0.02,0.261,0.603,0.116
841,950,Yakut  ,0.017,0.19,0.719,0.074
842,951,Yakut  ,0.011,0.138,0.752,0.099
843,952,Yakut  ,0.012,0.126,0.786,0.075
844,953,Yakut  ,0.025,0.317,0.609,0.049
845,954,Yakut  ,0.027,0.059,0.812,0.102
846,955,Yakut  ,0.013,0.08,0.812,0.095
847,956,Yakut  ,0.011,0.144,0.768,0.077
848,957,Yakut  ,0.01,0.123,0.735,0.132
849,958,Yakut  ,0.013,0.157,0.719,0.111
850,959,Yakut  ,0.01,0.039,0.835,0.116
851,960,Yakut  ,0.013,0.11,0.786,0.091
852,961,Yakut  ,0.008,0.117,0.788,0.087
853,962,Yakut  ,0.009,0.128,0.753,0.11
854,963,Yakut  ,0.008,0.144,0.815,0.032
855,964,Yakut  ,0.047,0.078,0.715,0.16
856,965,Yakut  ,0.016,0.137,0.724,0.123
857,966,Yakut  ,0.007,0.159,0.768,0.065
858,967,Yakut  ,0.013,0.122,0.801,0.064
859,968,Yakut  ,0.019,0.199,0.693,0.089
860,969,Yakut  ,0.008,0.225,0.613,0.154
861,490,Melanesian  ,0.121,0.126,0.701,0.051
862,491,Melanesian  ,0.131,0.102,0.723,0.043
863,655,Melanesian  ,0.166,0.083,0.668,0.082
864,656,Melanesian  ,0.12,0.111,0.686,0.083
865,657,Melanesian  ,0.14,0.09,0.7,0.071
866,658,Melanesian  ,0.12,0.132,0.716,0.032
867,660,Melanesian  ,0.154,0.053,0.742,0.051
868,661,Melanesian  ,0.127,0.082,0.711,0.079
869,663,Melanesian  ,0.139,0.068,0.744,0.049
870,664,Melanesian  ,0.133,0.125,0.692,0.051
871,787,Melanesian  ,0.14,0.092,0.69,0.079
872,788,Melanesian  ,0.165,0.049,0.758,0.028
873,789,Melanesian  ,0.116,0.082,0.783,0.019
874,823,Melanesian  ,0.133,0.106,0.721,0.04
875,824,Melanesian  ,0.168,0.055,0.74,0.038
876,825,Melanesian  ,0.145,0.062,0.765,0.028
877,978,Melanesian  ,0.128,0.092,0.745,0.035
878,1027,Melanesian  ,0.102,0.123,0.73,0.046
879,540,Papuan  ,0.169,0.222,0.551,0.058
880,541,Papuan  ,0.161,0.211,0.544,0.084
881,542,Papuan  ,0.102,0.239,0.6,0.059
882,543,Papuan  ,0.144,0.221,0.563,0.072
883,544,Papuan  ,0.143,0.191,0.595,0.071
884,545,Papuan  ,0.135,0.221,0.56,0.084
885,546,Papuan  ,0.187,0.237,0.528,0.049
886,547,Papuan  ,0.199,0.159,0.587,0.055
887,548,Papuan  ,0.18,0.219,0.558,0.043
888,549,Papuan  ,0.145,0.212,0.571,0.072
889,550,Papuan  ,0.175,0.114,0.646,0.066
890,551,Papuan  ,0.223,0.162,0.58,0.034
891,552,Papuan  ,0.198,0.14,0.578,0.084
892,553,Papuan  ,0.192,0.211,0.544,0.053
893,554,Papuan  ,0.146,0.144,0.669,0.041
894,555,Papuan  ,0.114,0.169,0.646,0.071
895,556,Papuan  ,0.179,0.168,0.559,0.094
896,995,Karitiana  ,0.005,0.013,0.03,0.952
897,996,Karitiana  ,0.004,0.009,0.018,0.969
898,997,Karitiana  ,0.004,0.007,0.015,0.974
899,998,Karitiana  ,0.005,0.009,0.015,0.972
900,1000,Karitiana  ,0.004,0.005,0.008,0.983
901,1001,Karitiana  ,0.006,0.011,0.032,0.95
902,1003,Karitiana  ,0.006,0.01,0.045,0.938
903,1004,Karitiana  ,0.004,0.006,0.007,0.983
904,1005,Karitiana  ,0.007,0.008,0.015,0.971
905,1007,Karitiana  ,0.004,0.007,0.012,0.977
906,1008,Karitiana  ,0.003,0.006,0.011,0.98
907,1009,Karitiana  ,0.014,0.064,0.123,0.799
908,1010,Karitiana  ,0.006,0.018,0.025,0.951
909,1011,Karitiana  ,0.003,0.004,0.007,0.986
910,1016,Karitiana  ,0.006,0.006,0.008,0.979
911,1017,Karitiana  ,0.008,0.018,0.059,0.914
912,830,Surui  ,0.002,0.003,0.005,0.99
913,832,Surui  ,0.004,0.005,0.012,0.979
914,833,Surui  ,0.002,0.004,0.005,0.989
915,834,Surui  ,0.003,0.003,0.004,0.99
916,835,Surui  ,0.003,0.005,0.009,0.983
917,839,Surui  ,0.002,0.003,0.003,0.992
918,840,Surui  ,0.002,0.003,0.004,0.991
919,841,Surui  ,0.003,0.006,0.006,0.985
920,842,Surui  ,0.002,0.003,0.005,0.99
921,844,Surui  ,0.003,0.007,0.006,0.984
922,847,Surui  ,0.003,0.004,0.006,0.987
923,848,Surui  ,0.004,0.012,0.02,0.964
924,850,Surui  ,0.002,0.003,0.005,0.99
925,851,Surui  ,0.002,0.003,0.005,0.99
926,703,Colombian  ,0.02,0.083,0.192,0.706
927,704,Colombian  ,0.009,0.037,0.153,0.801
928,705,Colombian  ,0.007,0.02,0.101,0.872
929,706,Colombian  ,0.008,0.051,0.083,0.858
930,707,Colombian  ,0.005,0.016,0.06,0.92
931,708,Colombian  ,0.006,0.026,0.08,0.888
932,709,Colombian  ,0.005,0.011,0.097,0.887
933,710,Colombian  ,0.005,0.015,0.107,0.873
934,792,Colombian  ,0.019,0.025,0.214,0.742
935,793,Colombian  ,0.03,0.051,0.153,0.765
936,827,Colombian  ,0.008,0.022,0.091,0.879
937,970,Colombian  ,0.019,0.034,0.119,0.829
938,857,Maya  ,0.015,0.052,0.221,0.711
939,859,Maya  ,0.01,0.08,0.21,0.7
940,861,Maya  ,0.068,0.124,0.233,0.575
941,862,Maya  ,0.041,0.122,0.157,0.681
942,864,Maya  ,0.011,0.065,0.234,0.689
943,865,Maya  ,0.024,0.097,0.172,0.708
944,866,Maya  ,0.022,0.102,0.207,0.67
945,867,Maya  ,0.048,0.141,0.143,0.669
946,869,Maya  ,0.048,0.152,0.147,0.653
947,870,Maya  ,0.009,0.062,0.259,0.67
948,871,Maya  ,0.032,0.211,0.204,0.553
949,872,Maya  ,0.06,0.141,0.187,0.611
950,873,Maya  ,0.012,0.06,0.212,0.716
951,874,Maya  ,0.024,0.067,0.16,0.749
952,875,Maya  ,0.037,0.118,0.193,0.651
953,876,Maya  ,0.022,0.285,0.155,0.538
954,877,Maya  ,0.022,0.175,0.161,0.643
955,878,Maya  ,0.019,0.257,0.146,0.577
956,1037,Pima  ,0.011,0.037,0.056,0.897
957,1038,Pima  ,0.005,0.023,0.017,0.955
958,1039,Pima  ,0.005,0.013,0.032,0.95
959,1040,Pima  ,0.004,0.029,0.026,0.941
960,1041,Pima  ,0.005,0.011,0.15,0.834
961,1043,Pima  ,0.004,0.006,0.011,0.979
962,1044,Pima  ,0.004,0.006,0.029,0.961
963,1045,Pima  ,0.004,0.005,0.015,0.976
964,1046,Pima  ,0.004,0.004,0.011,0.981
965,1047,Pima  ,0.005,0.014,0.14,0.841
966,1048,Pima  ,0.004,0.015,0.018,0.964
967,1049,Pima  ,0.004,0.014,0.047,0.935
968,1050,Pima  ,0.005,0.012,0.011,0.972
969,1051,Pima  ,0.017,0.058,0.1,0.825
970,1052,Pima  ,0.005,0.056,0.036,0.903
971,1053,Pima  ,0.005,0.025,0.1,0.87
972,1054,Pima  ,0.004,0.015,0.121,0.86
973,1055,Pima  ,0.01,0.045,0.14,0.805
974,1056,Pima  ,0.007,0.013,0.051,0.929
975,1058,Pima  ,0.009,0.03,0.108,0.853
976,1059,Pima  ,0.009,0.025,0.122,0.844
977,1060,Pima  ,0.008,0.026,0.151,0.815
978,1061,Pima  ,0.007,0.019,0.186,0.788
