individual,Sample,population,orange,blue,red,green
774,1185,Yi  ,0.21,0.285,0.244,0.262
775,1186,Yi  ,0.258,0.266,0.252,0.224
776,1187,Yi  ,0.211,0.211,0.377,0.201
777,1188,Yi  ,0.223,0.262,0.289,0.225
778,1223,Mongola  ,0.208,0.245,0.289,0.257
779,1224,Mongola  ,0.187,0.246,0.25,0.317
780,1225,Mongola  ,0.247,0.231,0.263,0.259
781,1226,Mongola  ,0.197,0.288,0.246,0.269
782,1227,Mongola  ,0.258,0.256,0.249,0.237
783,1228,Mongola  ,0.297,0.254,0.218,0.231
784,1229,Mongola  ,0.269,0.242,0.174,0.315
785,1230,Mongola  ,0.203,0.255,0.275,0.267
786,1231,Mongola  ,0.206,0.25,0.238,0.306
787,1232,Mongola  ,0.207,0.254,0.284,0.254
788,1337,Naxi  ,0.276,0.24,0.23,0.254
789,1338,Naxi  ,0.215,0.293,0.223,0.269
790,1340,Naxi  ,0.247,0.253,0.254,0.246
791,1341,Naxi  ,0.274,0.267,0.195,0.264
792,1342,Naxi  ,0.208,0.238,0.271,0.283
793,1343,Naxi  ,0.245,0.271,0.26,0.224
794,1345,Naxi  ,0.28,0.238,0.272,0.21
795,1346,Naxi  ,0.224,0.254,0.276,0.246
796,711,Cambodian  ,0.212,0.25,0.328,0.209
797,712,Cambodian  ,0.309,0.223,0.226,0.242
798,713,Cambodian  ,0.193,0.281,0.21,0.316
799,714,Cambodian  ,0.239,0.312,0.215,0.235
800,715,Cambodian  ,0.245,0.233,0.253,0.27
801,716,Cambodian  ,0.179,0.271,0.213,0.337
802,717,Cambodian  ,0.246,0.258,0.272,0.224
803,718,Cambodian  ,0.225,0.267,0.187,0.321
804,719,Cambodian  ,0.197,0.298,0.229,0.275
805,720,Cambodian  ,0.304,0.238,0.248,0.21
806,721,Cambodian  ,0.299,0.28,0.223,0.198
807,747,Japanese  ,0.248,0.253,0.303,0.196
808,748,Japanese  ,0.198,0.264,0.32,0.218
809,749,Japanese  ,0.207,0.286,0.249,0.257
810,750,Japanese  ,0.229,0.232,0.237,0.302
811,751,Japanese  ,0.277,0.243,0.235,0.245
812,752,Japanese  ,0.214,0.269,0.284,0.233
813,753,Japanese  ,0.324,0.23,0.238,0.208
814,754,Japanese  ,0.264,0.247,0.266,0.223
815,755,Japanese  ,0.294,0.224,0.286,0.196
816,756,Japanese  ,0.217,0.263,0.278,0.242
817,757,Japanese  ,0.265,0.239,0.241,0.254
818,758,Japanese  ,0.2,0.296,0.23,0.274
819,759,Japanese  ,0.2,0.263,0.211,0.326
820,760,Japanese  ,0.315,0.213,0.283,0.189
821,761,Japanese  ,0.283,0.24,0.241,0.236
822,762,Japanese  ,0.307,0.221,0.269,0.203
823,763,Japanese  ,0.198,0.242,0.354,0.206
824,764,Japanese  ,0.19,0.273,0.224,0.312
825,765,Japanese  ,0.273,0.253,0.252,0.223
826,766,Japanese  ,0.188,0.262,0.185,0.365
827,767,Japanese  ,0.253,0.277,0.245,0.225
828,768,Japanese  ,0.348,0.213,0.198,0.24
829,769,Japanese  ,0.429,0.18,0.203,0.188
830,771,Japanese  ,0.228,0.231,0.317,0.225
831,772,Japanese  ,0.192,0.276,0.267,0.265
832,773,Japanese  ,0.181,0.265,0.243,0.311
833,790,Japanese  ,0.202,0.261,0.24,0.297
834,791,Japanese  ,0.245,0.267,0.271,0.217
835,828,Japanese  ,0.182,0.237,0.256,0.325
836,945,Yakut  ,0.225,0.255,0.286,0.234
837,946,Yakut  ,0.229,0.276,0.228,0.267
838,947,Yakut  ,0.345,0.25,0.173,0.231
839,948,Yakut  ,0.26,0.278,0.198,0.264
840,949,Yakut  ,0.216,0.244,0.271,0.269
841,950,Yakut  ,0.228,0.242,0.253,0.277
842,951,Yakut  ,0.313,0.238,0.216,0.232
843,952,Yakut  ,0.261,0.259,0.224,0.256
844,953,Yakut  ,0.231,0.274,0.235,0.259
845,954,Yakut  ,0.225,0.246,0.243,0.286
846,955,Yakut  ,0.198,0.286,0.247,0.269
847,956,Yakut  ,0.278,0.256,0.214,0.252
848,957,Yakut  ,0.187,0.255,0.309,0.25
849,958,Yakut  ,0.169,0.269,0.253,0.309
850,959,Yakut  ,0.203,0.275,0.25,0.272
851,960,Yakut  ,0.224,0.26,0.236,0.281
852,961,Yakut  ,0.302,0.236,0.21,0.253
853,962,Yakut  ,0.426,0.21,0.19,0.174
854,963,Yakut  ,0.362,0.215,0.209,0.214
855,964,Yakut  ,0.241,0.229,0.282,0.248
856,965,Yakut  ,0.246,0.217,0.298,0.239
857,966,Yakut  ,0.291,0.236,0.267,0.206
858,967,Yakut  ,0.241,0.258,0.257,0.244
859,968,Yakut  ,0.294,0.255,0.224,0.227
860,969,Yakut  ,0.243,0.256,0.22,0.281
861,490,Melanesian  ,0.226,0.247,0.272,0.254
862,491,Melanesian  ,0.395,0.223,0.179,0.203
863,655,Melanesian  ,0.208,0.253,0.225,0.313
864,656,Melanesian  ,0.211,0.243,0.34,0.206
865,657,Melanesian  ,0.192,0.257,0.209,0.342
866,658,Melanesian  ,0.272,0.225,0.297,0.206
867,660,Melanesian  ,0.203,0.241,0.311,0.245
868,661,Melanesian  ,0.185,0.288,0.259,0.268
869,663,Melanesian  ,0.232,0.254,0.224,0.29
870,664,Melanesian  ,0.182,0.258,0.311,0.249
871,787,Melanesian  ,0.216,0.284,0.227,0.272
872,788,Melanesian  ,0.282,0.235,0.234,0.248
873,789,Melanesian  ,0.263,0.255,0.209,0.274
874,823,Melanesian  ,0.189,0.278,0.234,0.3
875,824,Melanesian  ,0.225,0.254,0.27,0.251
876,825,Melanesian  ,0.215,0.254,0.251,0.28
877,978,Melanesian  ,0.42,0.209,0.18,0.191
878,1027,Melanesian  ,0.286,0.238,0.213,0.263
879,540,Papuan  ,0.301,0.235,0.216,0.248
880,541,Papuan  ,0.184,0.294,0.193,0.33
881,542,Papuan  ,0.177,0.262,0.254,0.306
882,543,Papuan  ,0.364,0.195,0.225,0.215
883,544,Papuan  ,0.201,0.269,0.272,0.258
884,545,Papuan  ,0.216,0.279,0.227,0.278
885,546,Papuan  ,0.241,0.273,0.229,0.258
886,547,Papuan  ,0.278,0.249,0.253,0.22
887,548,Papuan  ,0.223,0.275,0.283,0.22
888,549,Papuan  ,0.318,0.249,0.241,0.192
889,550,Papuan  ,0.402,0.187,0.194,0.217
890,551,Papuan  ,0.3,0.243,0.172,0.284
891,552,Papuan  ,0.303,0.237,0.232,0.228
892,553,Papuan  ,0.248,0.243,0.276,0.232
893,554,Papuan  ,0.373,0.221,0.177,0.229
894,555,Papuan  ,0.246,0.242,0.282,0.23
895,556,Papuan  ,0.326,0.212,0.24,0.222
896,995,Karitiana  ,0.25,0.253,0.252,0.244
897,996,Karitiana  ,0.287,0.27,0.237,0.206
898,997,Karitiana  ,0.246,0.29,0.277,0.187
899,998,Karitiana  ,0.439,0.192,0.176,0.193
900,1000,Karitiana  ,0.285,0.222,0.285,0.207
901,1001,Karitiana  ,0.239,0.244,0.285,0.232
902,1003,Karitiana  ,0.207,0.247,0.237,0.309
903,1004,Karitiana  ,0.274,0.213,0.265,0.248
904,1005,Karitiana  ,0.231,0.23,0.306,0.233
905,1007,Karitiana  ,0.258,0.25,0.301,0.191
906,1008,Karitiana  ,0.195,0.245,0.234,0.325
907,1009,Karitiana  ,0.404,0.219,0.181,0.196
908,1010,Karitiana  ,0.239,0.263,0.239,0.258
909,1011,Karitiana  ,0.285,0.241,0.253,0.22
910,1016,Karitiana  ,0.226,0.282,0.23,0.262
911,1017,Karitiana  ,0.2,0.266,0.209,0.325
912,830,Surui  ,0.199,0.273,0.227,0.301
913,832,Surui  ,0.262,0.237,0.28,0.221
914,833,Surui  ,0.171,0.274,0.216,0.339
915,834,Surui  ,0.236,0.249,0.227,0.289
916,835,Surui  ,0.277,0.256,0.218,0.25
917,839,Surui  ,0.264,0.265,0.237,0.234
918,840,Surui  ,0.285,0.245,0.234,0.236
919,841,Surui  ,0.347,0.207,0.22,0.226
920,842,Surui  ,0.282,0.25,0.249,0.218
921,844,Surui  ,0.232,0.255,0.284,0.229
922,847,Surui  ,0.271,0.266,0.243,0.22
923,848,Surui  ,0.266,0.25,0.238,0.245
924,850,Surui  ,0.254,0.255,0.229,0.262
925,851,Surui  ,0.242,0.259,0.247,0.252
926,703,Colombian  ,0.19,0.257,0.234,0.32
927,704,Colombian  ,0.175,0.286,0.227,0.312
928,705,Colombian  ,0.18,0.285,0.216,0.319
929,706,Colombian  ,0.203,0.252,0.275,0.27
930,707,Colombian  ,0.183,0.291,0.236,0.29
931,708,Colombian  ,0.203,0.278,0.205,0.314
932,709,Colombian  ,0.205,0.26,0.269,0.265
933,710,Colombian  ,0.264,0.258,0.228,0.25
934,792,Colombian  ,0.322,0.249,0.208,0.222
935,793,Colombian  ,0.218,0.279,0.264,0.239
936,827,Colombian  ,0.209,0.235,0.291,0.265
937,970,Colombian  ,0.196,0.257,0.219,0.328
938,857,Maya  ,0.254,0.264,0.227,0.254
939,859,Maya  ,0.218,0.265,0.264,0.253
940,861,Maya  ,0.22,0.234,0.311,0.235
941,862,Maya  ,0.194,0.256,0.222,0.328
942,864,Maya  ,0.277,0.226,0.323,0.175
943,865,Maya  ,0.247,0.279,0.268,0.206
944,866,Maya  ,0.215,0.27,0.291,0.224
945,867,Maya  ,0.249,0.257,0.211,0.283
946,869,Maya  ,0.236,0.263,0.262,0.24
947,870,Maya  ,0.273,0.265,0.201,0.261
948,871,Maya  ,0.199,0.278,0.256,0.267
949,872,Maya  ,0.239,0.254,0.212,0.296
950,873,Maya  ,0.192,0.262,0.334,0.212
951,874,Maya  ,0.174,0.279,0.2,0.347
952,875,Maya  ,0.235,0.235,0.333,0.197
953,876,Maya  ,0.179,0.273,0.244,0.305
954,877,Maya  ,0.273,0.257,0.256,0.214
955,878,Maya  ,0.454,0.197,0.173,0.176
956,1037,Pima  ,0.252,0.23,0.272,0.246
957,1038,Pima  ,0.208,0.257,0.273,0.262
958,1039,Pima  ,0.189,0.262,0.305,0.245
959,1040,Pima  ,0.297,0.238,0.268,0.198
960,1041,Pima  ,0.245,0.257,0.247,0.251
961,1043,Pima  ,0.335,0.225,0.206,0.234
962,1044,Pima  ,0.334,0.211,0.217,0.238
963,1045,Pima  ,0.201,0.236,0.294,0.27
964,1046,Pima  ,0.214,0.257,0.25,0.279
965,1047,Pima  ,0.224,0.243,0.208,0.325
966,1048,Pima  ,0.232,0.235,0.298,0.236
967,1049,Pima  ,0.239,0.261,0.208,0.293
968,1050,Pima  ,0.223,0.219,0.34,0.218
969,1051,Pima  ,0.196,0.26,0.258,0.286
970,1052,Pima  ,0.263,0.273,0.214,0.25
971,1053,Pima  ,0.208,0.262,0.264,0.266
972,1054,Pima  ,0.195,0.257,0.248,0.3
973,1055,Pima  ,0.361,0.209,0.199,0.23
974,1056,Pima  ,0.237,0.249,0.259,0.255
975,1058,Pima  ,0.222,0.24,0.306,0.232
976,1059,Pima  ,0.181,0.268,0.277,0.274
977,1060,Pima  ,0.177,0.252,0.35,0.22
978,1061,Pima  ,0.361,0.209,0.24,0.19
